carimbo;tcle;ra;curso;item_1;item_2;item_3;item_4;item_5;item_6;item_7;item_8;item_9;item_10;item_11;item_12;item_13;item_14;item_15;item_16;item_17;item_18;item_19;item_20;item_21;item_22;item_23;item_24;item_25;item_26;item_27;item_28;item_29;item_30;item_31;item_32;item_33;item_34;item_35;item_36;item_37;item_38;item_39;item_40;item_41;item_42;item_43;item_44;item_45;item_46;item_47;item_48;item_49;item_50;item_51;item_52;item_53;item_54;item_55;item_56;item_57;item_58;item_59;escore_autoregulacao_aprendizagem;escore_metacognicao
12/04/2023 19:28;Sim;903620009;Pedagogia;5;5;5;5;5;5;4;4;5;5;5;5;5;2;3;3;2;5;3;4;4;5;5;4;3;5;5;4;5;5;5;4;4;4;5;5;5;5;5;3;4;5;5;5;2;5;3;5;3;4;5;5;4;4;3;3;4;5;4;4.475;4.454545455
12/04/2023 19:28;Sim;2703627623;Gestão comercial;5;5;5;4;5;5;5;3;3;4;4;3;5;2;2;3;1;3;3;4;4;3;4;4;2;5;5;5;4;2;4;4;4;3;3;5;5;3;5;5;3;4;5;5;4;4;2;3;2;2;5;5;2;4;4;3;5;4;5;3.95;3.909090909
12/04/2023 19:28;Sim;25245233193;Psicologia;3;3;3;5;4;5;4;3;4;4;3;3;4;4;3;4;4;4;3;2;4;3;3;3;3;4;3;2;4;5;5;4;4;5;4;2;4;4;5;4;3;5;3;4;3;5;3;2;2;4;3;3;3;4;3;4;4;3;5;3.575;3.636363636
12/04/2023 19:28;Sim;1645308115;Medicina veterinária;3;3;5;5;4;2;5;4;4;5;5;4;5;2;2;1;1;3;2;4;5;4;5;5;1;4;3;4;5;4;5;5;3;5;5;5;5;1;5;4;2;5;1;1;5;5;5;5;4;5;3;4;4;3;5;4;3;4;5;3.925;4
12/04/2023 19:28;Sim;2583628169;Direito;4;4;2;3;2;2;5;3;2;3;1;2;4;4;5;3;3;3;2;3;3;3;2;3;2;3;2;2;2;5;3;2;3;5;2;5;1;1;5;2;3;5;3;2;1;4;3;3;1;4;4;3;3;3;3;3;3;2;5;2.875;2.636363636
12/04/2023 19:28;Sim;63635595;DIREITO (UNA - LINHA VERDE BH);5;4;4;5;4;4;4;5;5;2;2;4;3;2;2;4;2;4;3;4;4;4;4;5;3;3;4;3;4;3;3;4;4;3;4;4;3;3;3;3;3;4;4;4;3;4;4;4;3;3;4;4;4;4;2;4;5;5;1;3.85;3.636363636
12/04/2023 19:28;Sim;2723623393;Fisioterapia;5;5;5;5;5;5;5;4;5;5;4;5;4;3;2;3;2;5;3;4;5;4;4;5;4;5;5;5;4;5;4;5;5;4;5;5;5;5;5;3;4;5;5;4;4;4;4;5;5;4;4;4;5;5;4;5;4;4;4;4.55;4.636363636
12/04/2023 19:28;Sim;123620675;direito;5;5;3;5;4;3;5;4;5;3;3;4;4;3;2;3;2;3;5;3;4;4;3;3;3;4;4;3;3;2;4;3;3;4;3;3;3;2;4;3;3;5;4;2;2;3;4;2;3;4;4;4;4;4;3;3;4;3;2;3.575;3.181818182
12/04/2023 19:28;Sim;1645314843;Gestão financeira;5;5;3;5;4;3;4;3;4;2;4;4;5;2;2;3;2;5;2;4;3;4;4;4;2;4;5;3;4;3;5;4;4;2;3;3;3;2;3;2;4;3;3;3;3;3;3;3;3;3;4;4;4;4;2;4;5;4;2;3.55;3.818181818
12/04/2023 19:28;Sim;25845233797;Direito;5;5;5;5;5;5;5;5;5;5;4;5;5;3;3;5;1;5;3;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;3;1;5;5;4;3;5;5;3;4;5;5;5;3;5;4;5;5;5;5;4.65;4.909090909
12/04/2023 19:28;Sim;645264855;Direito;5;5;5;3;3;5;4;2;3;4;4;4;3;2;2;5;2;4;3;4;4;4;4;3;4;2;3;5;4;2;3;5;4;1;2;5;4;5;5;5;4;5;5;4;1;5;5;5;4;5;4;4;3;4;5;5;4;4;5;4.1;3.545454545
12/04/2023 19:28;Sim;1645288223;Psicologia;5;4;4;3;4;4;3;3;4;4;2;3;3;3;4;4;3;3;3;3;4;4;3;4;2;4;4;4;4;3;4;3;4;4;3;4;4;2;4;2;3;4;2;2;2;4;4;3;3;5;4;4;4;4;4;4;4;4;3;3.5;3.545454545
12/04/2023 19:28;Sim;2583266299;Ciencias Juridicas e Sociais;4;3;3;4;3;3;4;3;3;4;4;3;3;2;3;3;2;3;3;4;4;4;2;3;3;3;3;3;3;4;4;3;3;4;2;3;4;2;4;3;3;4;4;4;4;3;3;3;4;3;4;4;4;4;2;4;3;4;1;3.475;3.090909091
12/04/2023 19:28;Sim;25845234747;Direito;5;5;2;4;2;2;2;2;4;5;3;1;2;2;4;3;4;5;1;3;3;1;4;3;1;3;2;2;3;5;3;4;3;5;2;2;3;4;4;4;3;4;1;4;3;5;5;3;4;4;3;4;3;4;4;4;3;3;5;3.25;3
12/04/2023 19:28;Sim;243625093;Medicina Veterinária;4;4;5;5;5;4;3;5;2;5;2;4;5;3;4;3;2;4;3;4;4;3;3;4;2;4;3;4;3;5;5;3;4;4;3;3;2;2;4;4;4;5;2;2;3;4;3;5;2;3;4;4;4;4;3;4;4;3;5;3.625;3.636363636
12/04/2023 19:28;Sim;2583629941;Direito;4;5;3;4;4;3;4;4;2;4;2;2;3;3;3;2;2;4;4;4;4;3;3;3;3;3;3;3;3;2;4;3;3;4;2;2;2;3;4;4;2;4;2;2;4;3;3;4;2;4;3;3;3;3;4;4;3;3;5;3.2;3
12/04/2023 19:28;Sim;645239193;Direito;5;5;5;4;4;2;2;4;1;3;1;3;1;4;5;2;3;3;2;4;1;2;1;4;1;4;1;4;4;1;NA;4;5;4;2;2;1;1;3;2;4;5;3;1;3;NA;1;3;1;3;5;5;2;5;1;3;4;5;1;2.871794872;2.9
12/04/2023 19:28;Sim;645233433;Medicina Veterinária;5;5;4;4;5;3;4;4;5;5;5;3;4;3;3;4;2;4;4;4;4;4;4;5;3;5;4;4;4;4;5;4;4;5;5;4;NA;4;5;3;3;5;4;5;2;5;4;5;4;5;5;4;4;5;4;5;4;5;4;4.307692308;4.181818182
12/04/2023 19:28;Sim;1443629033;Ciêcias Biológica;5;3;NA;3;5;4;4;3;4;4;4;3;4;3;NA;4;1;NA;1;3;5;NA;4;3;3;4;5;NA;3;NA;4;3;4;5;3;3;NA;5;NA;3;3;4;NA;2;2;3;3;5;4;4;4;3;3;4;5;3;4;3;3;3.617647059;3.666666667
12/04/2023 19:28;Sim;1883629873;Design Gráfico;4;4;2;4;4;2;2;3;3;4;2;2;2;1;2;3;1;3;2;4;4;3;3;4;2;2;3;2;3;3;4;2;2;3;3;2;3;1;2;2;1;3;1;1;2;4;3;1;4;4;3;4;3;4;3;3;4;3;3;2.875;2.727272727
12/04/2023 19:28;Sim;0;Gestão Comercial;4;4;4;NA;4;1;5;3;2;3;3;4;2;2;1;5;2;5;5;4;3;NA;4;NA;1;3;3;5;4;2;3;3;4;NA;3;NA;4;4;3;3;4;4;NA;3;NA;4;2;5;1;4;4;3;NA;4;2;NA;2;5;4;3.454545455;3.2
12/04/2023 19:28;Sim;1763620117;Nutrição;5;4;4;4;4;3;4;3;4;4;3;3;3;2;2;3;3;3;3;3;3;4;4;4;3;3;3;3;4;3;4;2;4;4;4;3;4;3;4;3;2;4;3;4;2;4;4;3;3;4;3;4;3;3;4;4;3;3;4;3.475;3.363636364
12/04/2023 19:28;Sim;2583620167;Direito;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;3;4;3;4;4;5;4;3;3;4;4;3;3;3;3;3;4;3;2;3;3;4;3;3;3;4;4;4;3;3;3;3;3;3;3.225;3.636363636
12/04/2023 19:28;Sim;0;Direito;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;4;2.975;2.818181818
12/04/2023 19:28;Sim;645266257;Direito;5;5;5;5;4;5;5;4;5;5;4;4;4;2;2;3;2;3;4;4;4;4;3;4;2;3;4;4;5;5;4;4;4;4;3;5;4;2;4;4;2;4;4;3;3;3;4;4;4;5;5;4;1;4;3;4;4;4;2;4;3.818181818
12/04/2023 19:28;Sim;27045229059;Enfermagem;4;4;5;5;5;5;5;4;5;2;5;4;5;2;1;4;2;5;3;5;5;5;5;5;4;5;5;5;5;5;5;4;4;3;3;4;4;3;5;5;3;4;5;3;5;4;5;4;4;4;5;5;5;4;2;5;4;5;1;4.425;4.727272727
12/04/2023 19:28;Sim;645259791;engenharia civil;4;4;4;2;2;2;2;4;4;4;2;4;3;3;4;2;3;4;5;5;5;4;5;4;2;5;4;5;2;4;5;5;4;3;2;1;2;1;4;2;3;5;1;1;1;2;4;2;3;4;4;4;3;3;3;5;5;3;1;3.075;4.090909091
12/04/2023 19:28;Sim;2563635305;Pedagogia;4;4;4;4;3;2;5;3;4;4;4;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3.25;3.090909091
12/04/2023 19:28;Sim;1645308325;Medicina Veterinária;5;4;4;4;4;2;2;4;5;5;4;4;5;3;3;4;2;5;4;5;5;5;4;4;3;5;4;5;4;4;5;4;4;2;3;4;5;5;3;3;5;5;2;1;2;4;3;4;3;5;5;5;3;5;3;4;4;4;5;3.95;4.181818182
12/04/2023 19:28;Sim;25445227427;Direito;5;5;3;2;2;1;2;3;1;5;1;NA;5;3;5;NA;1;3;3;4;5;NA;1;3;1;4;2;3;1;NA;1;4;4;5;1;1;2;1;4;1;1;5;5;NA;1;5;3;1;NA;1;3;2;NA;3;5;2;5;2;5;2.794117647;2.4
12/04/2023 19:28;Sim;25645287689;Pedagogia;4;5;4;4;4;3;5;2;3;4;3;3;4;3;2;2;3;4;2;4;4;4;3;5;2;3;3;3;5;3;3;3;3;4;4;2;3;3;5;3;1;4;3;4;3;4;4;3;3;4;2;3;3;3;4;4;5;3;3;3.525;3.272727273
12/04/2023 19:28;Sim;2723623447;Logística;2;2;2;2;2;2;2;2;3;3;2;3;3;3;3;3;2;4;4;3;3;2;2;4;1;3;2;3;3;4;3;3;3;3;2;2;2;3;2;3;3;2;1;2;2;3;2;2;2;3;4;3;3;3;3;4;3;3;3;2.525;2.818181818
12/04/2023 19:28;Sim;583621241;Psicologia;5;4;3;4;3;3;2;4;4;3;2;3;4;3;2;4;2;4;4;4;4;2;4;4;2;3;3;5;4;1;3;4;4;2;2;3;3;1;2;3;4;2;3;4;3;4;3;2;3;4;5;4;4;4;4;4;4;3;4;3.3;3.363636364
12/04/2023 19:28;Sim;2543627565;Psicologia;5;5;4;5;5;3;3;2;5;5;3;3;5;3;4;5;3;5;4;3;4;2;5;5;3;5;4;5;4;4;4;4;4;5;5;4;3;5;3;3;2;5;3;3;2;3;4;4;4;4;5;4;5;4;5;5;5;4;5;3.975;4.272727273
12/04/2023 19:28;Sim;383623363;Engenharia mecânica;4;4;4;4;5;2;4;2;3;5;1;4;4;2;3;5;1;5;3;3;5;4;4;5;2;1;2;4;4;3;5;4;4;4;2;3;3;2;3;2;4;4;3;3;2;5;3;4;2;4;3;3;2;4;4;3;4;3;4;3.375;3.454545455
12/04/2023 19:28;Sim;25645262437;fisioterapia;5;5;3;5;5;3;3;3;4;5;3;2;2;4;4;2;5;3;3;3;5;2;3;5;3;4;1;3;3;5;5;3;2;5;2;3;2;1;5;4;3;5;2;2;1;5;2;2;3;4;5;5;3;5;5;4;5;3;5;3.4;3.363636364
12/04/2023 19:28;Sim;643227377;Direito;4;3;4;4;3;2;3;3;4;5;3;3;3;2;4;3;2;4;1;4;4;3;3;4;3;3;4;5;4;5;4;3;4;5;4;4;3;2;4;5;1;4;3;4;2;5;3;4;4;4;5;4;5;5;5;4;5;3;3;3.7;3.818181818
12/04/2023 19:28;Sim;2703629573;Enfermagem;4;3;4;5;4;2;2;2;4;4;4;3;5;3;3;4;2;4;4;4;5;3;5;4;2;5;4;4;4;5;5;4;5;5;4;4;3;3;4;4;3;4;2;3;5;4;5;4;2;5;4;4;3;4;4;4;4;3;3;3.7;4.272727273
12/04/2023 19:28;Sim;1645255921;Medicina Veterinária;5;4;4;5;3;3;3;3;5;5;3;3;3;5;4;3;1;3;4;3;4;4;3;3;3;3;3;4;4;5;4;4;3;4;4;3;4;4;4;4;3;5;3;3;4;4;4;4;3;5;3;3;3;3;4;3;3;2;5;3.6;3.545454545
12/04/2023 19:28;Sim;25045228793;Psicologia;5;4;3;5;4;2;3;2;4;3;3;3;3;2;1;2;2;4;2;4;3;4;3;3;2;3;2;5;3;5;5;3;3;3;3;3;3;3;4;2;3;5;2;2;2;3;2;2;2;3;4;4;3;3;3;3;3;3;5;3.125;3.363636364
12/04/2023 19:28;Sim;1645234257;Publicidade e Propaganda;5;5;4;4;4;5;4;4;4;4;3;3;3;2;2;4;1;4;3;3;3;3;4;4;2;4;3;4;3;4;4;3;4;4;3;4;4;1;4;2;4;5;2;3;3;4;3;2;4;4;4;3;3;3;2;3;4;3;2;3.5;3.545454545
12/04/2023 19:28;Sim;223624151;Administração;5;5;5;5;3;2;5;1;3;4;2;2;5;3;4;4;4;3;3;2;2;2;3;3;2;4;3;3;3;5;4;3;4;5;3;3;3;1;5;3;2;5;2;4;2;4;2;2;1;2;4;5;3;2;5;4;4;3;5;3.175;3.363636364
12/04/2023 19:28;Sim;25045270267;Psicologia;3;4;4;3;4;4;4;3;3;4;3;2;2;4;4;3;2;3;4;4;3;3;4;3;3;4;3;4;3;4;4;4;3;4;4;4;3;3;5;3;2;4;3;3;2;5;3;2;3;4;3;4;3;3;3;3;2;3;5;3.275;3.545454545
12/04/2023 19:28;Sim;243628829;Gestão de recursos humanos;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;1;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3.181818182
12/04/2023 19:28;Sim;0;Medicina Veterinária;NA;4;4;5;4;1;1;4;5;4;3;4;4;3;2;3;2;4;3;4;5;4;NA;4;3;3;4;3;4;4;5;3;3;4;3;4;NA;1;NA;3;3;4;2;3;2;4;3;3;3;2;4;4;4;NA;3;4;4;3;5;3.416666667;3.6
12/04/2023 19:28;Sim;2543635953;Arquitetura e urbanismo;4;5;5;4;5;4;5;5;5;5;4;2;5;3;5;5;1;4;2;4;4;5;4;5;3;4;5;4;4;4;5;3;4;5;3;5;5;4;4;4;5;4;3;3;3;4;4;4;5;5;5;5;4;4;4;5;5;3;5;4.275;4.090909091
12/04/2023 19:28;Sim;1645248297;Marketing;5;4;4;5;5;3;4;4;4;5;4;4;5;2;3;3;1;5;4;4;4;4;5;4;3;5;3;4;5;4;5;4;4;3;4;3;4;1;3;4;2;4;3;4;2;4;3;4;4;4;5;4;3;4;5;5;4;4;4;3.9;4.181818182
12/04/2023 19:28;Sim;25445265851;Direito;5;5;4;4;5;5;4;4;4;5;4;4;4;2;2;3;2;4;3;3;5;4;3;4;4;4;2;4;4;5;5;2;3;4;3;4;4;5;5;4;5;5;5;4;4;4;4;5;4;4;5;3;3;4;4;5;3;5;4;4.2;3.636363636
12/04/2023 19:28;Sim;463620851;Arquitetura e Urbanismo;5;5;5;5;5;4;5;5;5;4;4;4;4;3;5;4;2;5;2;4;5;4;3;5;1;4;5;2;4;5;5;5;5;5;5;5;5;1;4;4;3;1;5;2;1;5;5;4;5;5;4;5;4;4;4;4;4;5;4;4.225;4
12/04/2023 19:28;Sim;2543623835;NUTRIÇÃO;5;4;5;3;5;5;5;5;5;4;4;3;5;2;1;2;1;5;2;4;5;5;4;4;3;4;5;5;4;3;5;5;4;3;5;5;4;4;5;5;3;5;3;5;4;5;3;2;5;3;4;4;5;5;2;4;4;5;4;4.325;4.181818182
12/04/2023 19:28;Sim;25645278649;Fisioterapia;2;3;2;4;3;1;2;3;2;5;3;3;4;3;4;3;3;5;4;5;4;4;4;4;2;4;3;5;4;5;4;5;4;2;4;3;5;2;3;2;3;5;1;1;1;3;4;5;3;3;5;4;5;5;2;4;5;4;2;3.375;4
12/04/2023 19:28;Sim;64222409;Direito;4;3;4;2;3;3;4;2;4;4;3;2;4;3;3;3;3;3;2;3;4;3;3;4;4;3;4;4;3;4;4;3;4;3;4;4;4;4;3;3;2;3;4;4;3;3;4;3;4;4;4;4;3;4;5;4;5;3;4;3.475;3.636363636
12/04/2023 19:28;Sim;1883625697;Design de interiores;4;4;4;5;4;4;5;4;4;5;4;4;4;3;3;4;2;4;3;4;4;3;4;4;4;5;4;4;4;4;5;4;3;4;3;4;4;2;4;4;4;5;4;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;5;3.925;4.090909091
12/04/2023 19:28;Sim;0;NA;4;NA;NA;NA;4;3;NA;3;3;NA;3;NA;2;3;2;NA;1;NA;3;3;4;2;4;4;NA;3;NA;NA;NA;2;4;4;NA;NA;3;NA;3;3;4;NA;NA;4;2;NA;2;4;3;4;3;NA;3;NA;NA;3;3;NA;NA;NA;NA;3.130434783;3.5
12/04/2023 19:28;Sim;25045221285;Psicologia;5;4;3;4;5;2;2;2;3;5;2;3;4;5;5;2;5;4;4;1;4;2;2;3;3;3;2;3;2;4;4;2;3;5;2;3;2;1;5;1;1;5;2;5;2;3;4;2;3;3;3;3;2;2;5;3;3;3;5;2.975;2.818181818
12/04/2023 19:28;Sim;1645269889;medicina veterinária;4;5;4;2;4;5;5;4;4;5;4;4;4;3;4;4;2;4;1;4;5;4;4;4;4;5;5;4;4;5;5;5;5;5;4;4;4;3;5;3;4;4;2;4;4;5;4;4;4;4;4;4;4;4;3;5;4;5;4;4.075;4.545454545
12/04/2023 19:28;Sim;1883622619;Direito;5;4;4;3;4;4;4;3;5;4;3;3;4;3;4;3;3;4;3;3;4;2;3;3;3;4;4;4;4;4;5;4;3;5;5;3;4;2;5;3;2;5;3;4;4;4;5;5;4;5;4;3;3;3;5;5;4;3;5;3.8;3.727272727
12/04/2023 19:28;Sim;2703627543;Direito;5;4;4;5;4;3;3;5;5;4;4;5;5;2;2;5;2;4;1;5;4;3;4;4;2;4;3;4;4;4;3;3;4;3;3;2;4;1;3;3;3;4;4;3;3;5;3;5;3;4;5;4;5;4;4;3;4;4;2;3.9;3.545454545
12/04/2023 19:28;Sim;1645328047;PSICOLOGIA;5;3;3;4;3;3;2;NA;1;NA;3;NA;2;5;3;2;5;NA;5;3;2;3;4;3;3;2;3;2;3;5;3;4;3;4;5;3;3;3;1;3;4;4;2;4;3;5;3;4;3;3;4;2;2;4;4;4;3;2;3;3.027777778;3.181818182
12/04/2023 19:28;Sim;2543635011;Psicologia;4;5;5;5;5;3;5;4;5;5;4;4;5;2;2;4;1;4;3;4;4;4;3;5;3;4;5;4;4;5;5;5;4;5;5;1;4;5;5;1;3;5;5;4;1;5;2;5;4;3;4;5;3;4;2;5;5;4;3;4.1;4.272727273
12/04/2023 19:28;Sim;763620493;Administração;5;5;3;2;4;4;4;4;2;4;2;3;4;2;3;4;2;5;4;3;3;3;4;4;2;4;2;5;4;4;3;5;4;2;3;2;3;2;3;3;4;4;3;3;3;5;3;5;2;4;5;4;3;5;4;3;4;5;2;3.525;3.727272727
12/04/2023 19:28;Sim;2023624091;Direito;4;4;2;4;3;2;2;3;4;4;2;2;3;4;2;3;1;4;4;3;3;3;4;3;2;4;2;3;4;4;4;4;3;2;3;2;3;1;3;2;2;3;2;2;2;3;3;2;3;4;4;3;3;3;4;3;4;3;5;2.9;3.363636364
12/04/2023 19:28;Sim;25645270261;Medicina veterinária;4;4;4;5;3;2;3;4;5;5;4;3;5;3;1;4;3;4;4;4;4;3;5;5;2;4;3;5;4;2;5;5;4;5;3;3;3;1;3;3;3;3;1;3;3;4;3;2;3;4;5;4;4;4;4;5;4;3;3;3.525;4
12/04/2023 19:28;Sim;25645222513;Medicina veterinária;5;5;4;2;3;4;3;1;4;5;1;1;5;5;5;5;4;5;5;1;2;1;5;4;3;2;2;4;1;1;3;2;3;2;3;4;1;5;2;2;5;4;3;5;2;5;3;2;3;3;2;NA;4;1;4;3;3;1;5;3.025641026;2.727272727
12/04/2023 19:28;Sim;243628099;Arquitetura e Urbanismo;5;5;4;5;4;2;1;2;5;4;3;3;3;3;2;4;2;5;2;3;4;3;4;4;3;5;2;3;5;5;5;5;4;2;4;3;5;1;5;3;2;5;5;4;5;4;2;5;2;4;3;3;3;4;4;5;4;4;3;3.7;4.090909091
12/04/2023 19:28;Sim;23633487;Enfermagem;5;5;5;5;5;5;4;4;5;5;4;3;4;4;2;5;1;5;4;5;4;4;4;5;3;4;5;4;4;4;4;4;4;5;4;5;4;4;5;5;2;4;3;4;4;4;4;4;4;5;5;5;4;4;3;4;4;3;4;4.35;4.090909091
12/04/2023 19:28;Sim;2143636927;Publicidade e Propaganda;5;5;3;5;4;2;5;4;5;3;3;2;5;3;3;3;1;2;2;3;3;5;5;3;1;3;3;5;5;1;4;3;5;3;4;3;2;1;2;1;3;5;4;4;3;5;5;2;5;5;5;3;3;5;3;2;5;3;1;3.6;3.454545455
12/04/2023 19:28;Sim;1645307441;Engenharia de Software;3;3;3;4;3;3;3;3;4;3;3;3;3;3;1;4;3;5;3;5;NA;3;5;4;2;4;3;5;3;2;5;5;3;4;5;3;3;3;3;2;3;5;3;5;2;4;3;2;3;5;NA;5;3;3;3;4;4;3;5;3.447368421;3.727272727
12/04/2023 19:28;Sim;645261345;Engenharia de Software;5;5;5;5;5;3;5;5;4;4;3;4;3;3;3;3;3;4;3;5;4;4;5;4;4;4;3;4;4;4;3;5;4;4;4;5;2;2;3;4;3;4;3;5;5;4;4;4;4;4;5;5;5;5;4;5;5;4;3;4.175;4
12/04/2023 19:28;Sim;2563628617;Medicina Veterinária;4;4;4;4;3;3;4;2;4;3;2;3;3;3;4;3;2;4;4;3;2;3;4;3;3;3;3;4;4;4;5;4;3;4;3;5;4;5;4;3;3;4;3;4;3;3;3;3;5;5;4;2;3;3;5;3;3;2;5;3.375;3.636363636
12/04/2023 19:28;Sim;1645249165;Medicina Veterinaria;5;3;2;4;4;3;4;3;5;4;3;3;4;3;2;3;3;4;2;4;4;4;4;3;4;4;3;2;3;4;5;3;4;3;2;3;4;4;4;4;3;4;4;3;2;4;4;2;2;3;3;4;4;3;3;3;4;3;5;3.475;3.545454545
12/04/2023 19:28;Sim;1443627583;Analise e desenvolvimento de Sistemas;4;3;4;2;4;3;3;4;3;4;5;3;5;3;3;5;3;4;5;5;5;5;4;5;4;3;3;4;4;4;5;5;4;2;2;2;2;4;NA;2;3;3;3;3;3;5;2;4;2;3;5;5;4;4;4;5;5;3;4;3.641025641;4.090909091
12/04/2023 19:28;Sim;163638245;Engenharia Mecânica;4;4;3;3;4;2;3;4;4;4;3;4;4;2;1;4;2;5;2;4;4;4;4;4;2;4;4;5;4;5;4;4;4;3;3;3;3;4;5;4;4;5;2;4;2;4;3;4;3;3;5;4;3;4;2;4;5;4;3;3.7;4
12/04/2023 19:28;Sim;0;Enfermagem;5;NA;NA;5;NA;NA;5;5;5;NA;1;NA;5;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;5;NA;NA;5;NA;NA;NA;1;NA;NA;3;5;NA;5;3;3;5;NA;NA;3;5;NA;3;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;3;NA;3.833333333;3.666666667
12/04/2023 19:28;Sim;0;Psicologia;4;4;3;5;3;5;4;3;5;5;3;3;5;3;4;3;3;4;2;3;3;2;2;5;3;4;4;4;4;1;5;3;5;5;3;3;4;1;3;2;4;3;1;5;3;5;4;4;4;5;4;5;4;4;3;3;4;3;3;3.6;3.636363636
12/04/2023 19:28;Sim;1603620201;Direito;5;4;4;5;5;5;5;4;5;4;4;4;4;3;2;4;2;4;2;4;4;3;3;4;4;4;4;5;4;5;4;3;4;5;4;5;5;4;5;2;3;5;5;5;4;4;3;4;4;5;5;4;4;4;3;4;4;4;3;4.25;4
12/04/2023 19:28;Sim;25645265327;Pedagogia;5;5;2;2;3;1;2;1;3;5;2;3;2;4;2;3;5;3;2;1;4;2;2;2;2;2;2;1;2;4;2;3;1;3;4;2;2;1;3;2;1;4;1;2;1;4;2;3;3;3;2;2;1;2;5;1;2;1;5;2.425;2.090909091
12/04/2023 19:28;Sim;463620697;Direito;5;4;5;4;5;5;5;4;4;4;4;3;3;3;2;3;2;4;3;3;4;4;4;5;3;4;5;3;4;2;5;4;4;5;4;4;4;1;4;2;4;5;4;2;2;3;4;3;4;5;4;4;4;4;5;4;4;4;3;3.8;3.909090909
12/04/2023 19:28;Sim;245232751;Fisioterapia;4;4;4;4;4;4;5;3;4;5;3;2;3;3;2;3;4;3;2;4;3;2;4;4;4;3;3;4;4;4;4;4;4;3;4;4;5;5;5;3;1;5;5;5;4;4;3;4;5;4;4;4;3;3;4;3;4;3;5;3.825;3.818181818
12/04/2023 19:28;Sim;0;Um bom curso;4;4;NA;3;4;4;4;NA;NA;5;NA;4;3;NA;3;NA;3;5;NA;5;4;4;NA;5;3;NA;2;NA;5;NA;4;NA;5;5;NA;3;NA;4;4;NA;1;5;5;4;3;5;NA;5;4;NA;5;5;NA;4;5;5;5;NA;5;4.25;4
12/04/2023 19:28;Sim;0;Pedagogia;5;5;4;5;5;5;5;4;4;5;5;4;5;2;2;3;3;4;3;4;5;4;5;4;4;4;5;4;5;5;5;3;5;5;4;4;5;3;5;2;4;5;1;4;5;4;2;5;4;4;5;5;5;5;4;4;5;4;4;4.275;4.454545455
12/04/2023 19:28;Sim;123626295;direito;5;5;4;4;2;4;4;4;4;5;3;4;5;4;2;1;3;4;4;4;3;3;2;4;2;4;3;3;3;2;5;4;3;4;3;3;2;2;4;2;2;5;1;2;2;2;3;3;2;3;5;5;2;3;4;4;5;2;2;3.325;3.181818182
12/04/2023 19:28;Sim;1645259579;Analista e desenvolvedor de sistemas;5;5;3;3;3;2;2;3;2;3;3;3;3;3;2;3;3;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;2;1;3;3;3;2;3;2;2;3;4;3;3;3;3;3;3;3;3;3;3;3;3;2.925;2.909090909
12/04/2023 19:28;Sim;25645258569;Medicina veterinária;4;4;4;4;4;3;3;4;4;4;2;3;4;3;2;3;2;3;3;3;4;4;4;3;3;4;3;3;3;2;4;4;3;3;3;4;3;1;3;4;2;4;4;4;2;3;4;2;3;3;4;4;3;4;4;4;4;4;2;3.45;3.272727273
12/04/2023 19:28;Sim;2563635745;Enfermagem;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;3;2;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;3;4;4;4;3;4;4;4;3;4;4;3;4;4;4;4;4;3.8;3.818181818
12/04/2023 19:28;Sim;1423620521;Medicina veterinária;4;4;2;3;3;1;5;3;2;5;1;4;5;3;2;3;2;5;1;5;4;5;5;5;1;4;2;3;2;2;2;4;4;5;1;1;4;1;2;2;5;5;2;2;1;5;2;2;3;5;5;3;5;4;5;5;4;NA;5;3.282051282;3.090909091
12/04/2023 19:28;Sim;25645272471;Biomedicina;5;5;2;3;3;3;2;3;3;4;2;3;5;4;4;3;2;3;1;5;4;2;4;2;3;5;1;4;3;2;4;5;2;5;3;3;2;4;3;3;1;5;2;5;1;4;4;2;3;3;4;3;5;5;5;3;5;5;4;3.425;3.181818182
